analysis_id,study_id,contrast_id,comparison_task,matched_task_names,analysis_name,study_name,authors,publication
3NXiGNKVf8iD-KSNCw7pBqvus,3NXiGNKVf8iD,KSNCw7pBqvus,n-back,Visual 1-back Task,(c) Regions showing functional connectivity with left VWFA in Word condition only,Functional specificity of the visual word form area: General activation for words and symbols but specific network activation for words,K. Reinke; Myra A. Fernandes; G. Schwindt; K. O'Craven; C. Grady,Brain and Language
3NXiGNKVf8iD-ephx8STxrqJj,3NXiGNKVf8iD,ephx8STxrqJj,n-back,Visual 1-back Task,(a) Regions with more activation for 1-back tasks compared to Rest,Functional specificity of the visual word form area: General activation for words and symbols but specific network activation for words,K. Reinke; Myra A. Fernandes; G. Schwindt; K. O'Craven; C. Grady,Brain and Language
3NXiGNKVf8iD-whivT3WQ85bJ,3NXiGNKVf8iD,whivT3WQ85bJ,n-back,Visual 1-back Task,"(b) Regions with more activity during Word and Symbol conditions compared to Control, Digit, and Hebrew",Functional specificity of the visual word form area: General activation for words and symbols but specific network activation for words,K. Reinke; Myra A. Fernandes; G. Schwindt; K. O'Craven; C. Grady,Brain and Language
3SC3RuuEte35-5H9bvraaYfLx,3SC3RuuEte35,5H9bvraaYfLx,n-back,Visuospatial Working Memory N-Back Task,32534,"Abnormal brain activation during working memory in children with prenatal exposure to drugs of abuse: the effects of methamphetamine, alcohol, and polydrug exposure.","Roussotte FF, Bramen JE, Nunez SC, Quandt LC, Smith L, O'Connor MJ, Bookheimer SY, Sowell ER",NeuroImage
3SNmiEjK7eCH-4dh9K8kMfmUo,3SNmiEjK7eCH,4dh9K8kMfmUo,n-back,1-back Task,Table 2,Decoding the neural representation of fine-grained conceptual categories.,"Ghio M, Vaghi MMS, Perani D, Tettamanti M",NeuroImage
3TkZgizbJwyN-5pcSQyJ8MDee,3TkZgizbJwyN,5pcSQyJ8MDee,n-back,n-back Task | Sternberg Task,t0015,Neural correlates of training and transfer effects in working memory in older adults,"Heinzel S, Lorenz RC, Pelz P, Heinz A, Walter H, Kathmann N, Rapp MA, Stelzel C",NeuroImage
3UmJEzzZhFRa-6Tb8RSqGSeL7,3UmJEzzZhFRa,6Tb8RSqGSeL7,n-back,N-back working memory task,21967,Effects of risk for bipolar disorder on brain function: A twin and family study.,"Sugihara G, Kane F, Picchioni MM, Chaddock CA, Kravariti E, Kalidindi S, Rijsdijk F, Toulopoulou T, Curtis VA, McDonald C, Murray RM, McGuire P",European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology
3VqMfNWbcHju-7LHETLamEoTu,3VqMfNWbcHju,7LHETLamEoTu,n-back,1-back task,25972,"Deconstructing events: the neural bases for space, time, and causality.","Kranjec A, Cardillo ER, Schmidt GL, Lehet M, Chatterjee A",Journal of cognitive neuroscience
3WXKbHuNhAG2-63mcEuyMSBLf,3WXKbHuNhAG2,63mcEuyMSBLf,n-back,One-back visual memory task,33139,Neuronal correlates of reduced memory performance in overweight subjects.,"Stingl KT, Kullmann S, Ketterer C, Heni M, Haring HU, Fritsche A, Preissl H",NeuroImage
3WXKbHuNhAG2-6DhQ7FY3Qjxy,3WXKbHuNhAG2,6DhQ7FY3Qjxy,n-back,One-back visual memory task,33141,Neuronal correlates of reduced memory performance in overweight subjects.,"Stingl KT, Kullmann S, Ketterer C, Heni M, Haring HU, Fritsche A, Preissl H",NeuroImage
3WXKbHuNhAG2-7WA9R4FnRUcY,3WXKbHuNhAG2,7WA9R4FnRUcY,n-back,One-back visual memory task,33140,Neuronal correlates of reduced memory performance in overweight subjects.,"Stingl KT, Kullmann S, Ketterer C, Heni M, Haring HU, Fritsche A, Preissl H",NeuroImage
3X5ACVdqPjwE-PH6QjCjMkEHT,3X5ACVdqPjwE,PH6QjCjMkEHT,n-back,Lexical Decision Task | One-back Task,Positive correlation,Left fusiform BOLD responses are inversely related to word-likeness in a one-back task,Xiaojuan Wang; Jianfeng Yang; H. Shu; J. Zevin,NeuroImage
3X5ACVdqPjwE-qoYNpcUPbuHv,3X5ACVdqPjwE,qoYNpcUPbuHv,n-back,Lexical Decision Task | One-back Task,Negative correlation,Left fusiform BOLD responses are inversely related to word-likeness in a one-back task,Xiaojuan Wang; Jianfeng Yang; H. Shu; J. Zevin,NeuroImage
3X5ACVdqPjwE-yDGmhUXCidKt,3X5ACVdqPjwE,yDGmhUXCidKt,n-back,Lexical Decision Task | One-back Task,"Brain regions observed in the task>rest contrast, and percentage overlap in conjunction analysis for each.",Left fusiform BOLD responses are inversely related to word-likeness in a one-back task,Xiaojuan Wang; Jianfeng Yang; H. Shu; J. Zevin,NeuroImage
3XitLbV8LTNV-7Q4H2dYGkQYx,3XitLbV8LTNV,7Q4H2dYGkQYx,n-back,2-back working memory task,Table 1,Neural mechanisms underlying the integration of emotion and working memory.,"Grimm S, Weigand A, Kazzer P, Jacobs AM, Bajbouj M",NeuroImage
3aTuQA3XA48H-BBxp2XewwaPd,3aTuQA3XA48H,BBxp2XewwaPd,n-back,1-back matching paradigm with letters,5. Cuneus (ROI 5),Letter processing automatically recruits a sensory–motor brain network,K. James; I. Gauthier,Neuropsychologia
3aTuQA3XA48H-FGPfaWKS5eRL,3aTuQA3XA48H,FGPfaWKS5eRL,n-back,1-back matching paradigm with letters,2. Inferior frontal gyrus (ROI 2),Letter processing automatically recruits a sensory–motor brain network,K. James; I. Gauthier,Neuropsychologia
3aTuQA3XA48H-L5mXgoJJrsQE,3aTuQA3XA48H,L5mXgoJJrsQE,n-back,1-back matching paradigm with letters,3. Dorsal precentral (ROI 3),Letter processing automatically recruits a sensory–motor brain network,K. James; I. Gauthier,Neuropsychologia
3aTuQA3XA48H-ZmAqePNqJwVL,3aTuQA3XA48H,ZmAqePNqJwVL,n-back,1-back matching paradigm with letters,1. Fusiform letter area (ROI 1),Letter processing automatically recruits a sensory–motor brain network,K. James; I. Gauthier,Neuropsychologia
3bchZA7KLzLn-5nDDTZLXHhrJ,3bchZA7KLzLn,5nDDTZLXHhrJ,n-back,3-back Task,t0010,Context-dependent switching between proactive and reactive working memory control mechanisms in the right inferior frontal gyrus,"Marklund P, Persson J",NeuroImage
3bchZA7KLzLn-MzKw2Gtz7DNT,3bchZA7KLzLn,MzKw2Gtz7DNT,n-back,3-back Task,t0005,Context-dependent switching between proactive and reactive working memory control mechanisms in the right inferior frontal gyrus,"Marklund P, Persson J",NeuroImage
3bzpknNkpDLe-7Y4PyyY2mCMc,3bzpknNkpDLe,7Y4PyyY2mCMc,n-back,n-back working memory task | recollection memory task,t0015,Neural correlates of cognitive remediation in patients with mood disorders,"Meusel LA, Hall GB, Fougere P, McKinnon MC, MacQueen GM",Psychiatry research
3bzpknNkpDLe-83kKKn6N4BCA,3bzpknNkpDLe,83kKKn6N4BCA,n-back,n-back working memory task | recollection memory task,t0020,Neural correlates of cognitive remediation in patients with mood disorders,"Meusel LA, Hall GB, Fougere P, McKinnon MC, MacQueen GM",Psychiatry research
3dCQDTRTgWVF-F89FxqJ45NNu,3dCQDTRTgWVF,F89FxqJ45NNu,n-back,3-back working memory task,tbl0010,Volumetric variation in subregions of the cerebellum correlates with working memory performance,"Ding H, Qin W, Jiang T, Zhang Y, Yu C",Neuroscience letters
3dTRKcatJnmV-5bjPqhakKUUF,3dTRKcatJnmV,5bjPqhakKUUF,n-back,2-back working memory task,t0025,Levels of processing and language modality specificity in working memory,"Mary Rudner, Thomas Karlsson, Johan Gunnarsson, Jerker Rönnberg",Neuropsychologia
3dTRKcatJnmV-7MxSF7EnsZqh,3dTRKcatJnmV,7MxSF7EnsZqh,n-back,2-back working memory task,t0015,Levels of processing and language modality specificity in working memory,"Mary Rudner, Thomas Karlsson, Johan Gunnarsson, Jerker Rönnberg",Neuropsychologia
3dTRKcatJnmV-7rYhacfLmVHt,3dTRKcatJnmV,7rYhacfLmVHt,n-back,2-back working memory task,t0020,Levels of processing and language modality specificity in working memory,"Mary Rudner, Thomas Karlsson, Johan Gunnarsson, Jerker Rönnberg",Neuropsychologia
3m9Yjt6enmjX-78cNfWM9RV4n,3m9Yjt6enmjX,78cNfWM9RV4n,n-back,n-back task,4,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3m9Yjt6enmjX-MvoHtwcm6SE3,3m9Yjt6enmjX,MvoHtwcm6SE3,n-back,n-back task,Deactivation,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3m9Yjt6enmjX-PPkqhvWZnY4i,3m9Yjt6enmjX,PPkqhvWZnY4i,n-back,n-back task,2,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3m9Yjt6enmjX-QhPBuuX8c9f3,3m9Yjt6enmjX,QhPBuuX8c9f3,n-back,n-back task,Extrema value coordinates,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3m9Yjt6enmjX-ojoTGsBrfWNk,3m9Yjt6enmjX,ojoTGsBrfWNk,n-back,n-back task,Weighted center,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3m9Yjt6enmjX-ot3uAt7a8eAH,3m9Yjt6enmjX,ot3uAt7a8eAH,n-back,n-back task,Activation,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3m9Yjt6enmjX-wxsG43PoWKm4,3m9Yjt6enmjX,wxsG43PoWKm4,n-back,n-back task,6,"Stimuli, presentation modality, and load‐specific brain activity patterns during n‐back task",L. Mencarelli; F. Neri; D. Momi; A. Menardi; S. Rossi; A. Rossi; E. Santarnecchi,Human Brain Mapping
3oV62pVqdWih-6jYHY6DqRT9n,3oV62pVqdWih,6jYHY6DqRT9n,n-back,Verbal n-back task,tbl2,APOE moderates compensatory recruitment of neuronal resources during working memory processing in healthy older adults,"Scheller E, Peter J, Schumacher LV, Lahr J, Mader I, Kaller CP, Kloppel S",Neurobiology of aging
3rQvn2sjzq6T-3NPWWvCgymFp,3rQvn2sjzq6T,3NPWWvCgymFp,n-back,Working Memory n-back Task,Remaining Neuronal Activation in the Alcohol Group-4,The Effects of Alcohol Intoxication on Neuronal Activation at Different Levels of Cognitive Load,Hilde Gundersen; R. Grüner; K. Specht; K. Hugdahl,The Open Neuroimaging Journal
3rQvn2sjzq6T-eQjFN8bhstTN,3rQvn2sjzq6T,eQjFN8bhstTN,n-back,Working Memory n-back Task,Remaining Neuronal Activation in the Alcohol Group-5,The Effects of Alcohol Intoxication on Neuronal Activation at Different Levels of Cognitive Load,Hilde Gundersen; R. Grüner; K. Specht; K. Hugdahl,The Open Neuroimaging Journal
3rQvn2sjzq6T-iS6MMRKDGvw2,3rQvn2sjzq6T,iS6MMRKDGvw2,n-back,Working Memory n-back Task,Remaining Neuronal Activation in the Alcohol Group-2,The Effects of Alcohol Intoxication on Neuronal Activation at Different Levels of Cognitive Load,Hilde Gundersen; R. Grüner; K. Specht; K. Hugdahl,The Open Neuroimaging Journal
3rQvn2sjzq6T-qzYaxY7YT2Df,3rQvn2sjzq6T,qzYaxY7YT2Df,n-back,Working Memory n-back Task,Remaining Neuronal Activation in the Control Group,The Effects of Alcohol Intoxication on Neuronal Activation at Different Levels of Cognitive Load,Hilde Gundersen; R. Grüner; K. Specht; K. Hugdahl,The Open Neuroimaging Journal
3vG7u3aYgH6A-6pZXTzpvfwTQ,3vG7u3aYgH6A,6pZXTzpvfwTQ,n-back,n-back working memory task,27302,Allelic variation in RGS4 impacts functional and structural connectivity in the human brain.,"Buckholtz JW, Meyer-Lindenberg A, Honea RA, Straub RE, Pezawas L, Egan MF, Vakkalanka R, Kolachana B, Verchinski BA, Sust S, Mattay VS, Weinberger DR, Callicott JH",The Journal of neuroscience : the official journal of the Society for Neuroscience
3vG7u3aYgH6A-6qrCrLaJXqJg,3vG7u3aYgH6A,6qrCrLaJXqJg,n-back,n-back working memory task,27306,Allelic variation in RGS4 impacts functional and structural connectivity in the human brain.,"Buckholtz JW, Meyer-Lindenberg A, Honea RA, Straub RE, Pezawas L, Egan MF, Vakkalanka R, Kolachana B, Verchinski BA, Sust S, Mattay VS, Weinberger DR, Callicott JH",The Journal of neuroscience : the official journal of the Society for Neuroscience
3vG7u3aYgH6A-7Zv9uzMrz6yZ,3vG7u3aYgH6A,7Zv9uzMrz6yZ,n-back,n-back working memory task,27304,Allelic variation in RGS4 impacts functional and structural connectivity in the human brain.,"Buckholtz JW, Meyer-Lindenberg A, Honea RA, Straub RE, Pezawas L, Egan MF, Vakkalanka R, Kolachana B, Verchinski BA, Sust S, Mattay VS, Weinberger DR, Callicott JH",The Journal of neuroscience : the official journal of the Society for Neuroscience
3vG7u3aYgH6A-HfyK667WSdaC,3vG7u3aYgH6A,HfyK667WSdaC,n-back,n-back working memory task,27305,Allelic variation in RGS4 impacts functional and structural connectivity in the human brain.,"Buckholtz JW, Meyer-Lindenberg A, Honea RA, Straub RE, Pezawas L, Egan MF, Vakkalanka R, Kolachana B, Verchinski BA, Sust S, Mattay VS, Weinberger DR, Callicott JH",The Journal of neuroscience : the official journal of the Society for Neuroscience
3vG7u3aYgH6A-MJTutwdSjJUe,3vG7u3aYgH6A,MJTutwdSjJUe,n-back,n-back working memory task,27303,Allelic variation in RGS4 impacts functional and structural connectivity in the human brain.,"Buckholtz JW, Meyer-Lindenberg A, Honea RA, Straub RE, Pezawas L, Egan MF, Vakkalanka R, Kolachana B, Verchinski BA, Sust S, Mattay VS, Weinberger DR, Callicott JH",The Journal of neuroscience : the official journal of the Society for Neuroscience
3y3AqGYX3Amz-qPzXu4HojzNc,3y3AqGYX3Amz,qPzXu4HojzNc,n-back,2-Back Working Memory Task,T2,Current Serum Lipoprotein Levels and fMRI Response to Working Memory in Midlife,"Gonzales, Mitzi M;Tarumi, Takashi;Eagan, Danielle E;Tanaka, Hirofumi;Biney, Fedora O;Haley, Andreana P",Dementia and geriatric cognitive disorders
42YePTSFRkw2-7wGv9SuugRJt,42YePTSFRkw2,7wGv9SuugRJt,n-back,n-back task,t0020,Spatial working memory dysfunction in minimal hepatic encephalopathy: An ethology and BOLD-fMRI study,"Liao LM, Zhou LX, Le HB, Yin JJ, Ma SH",Brain research
42wKeektQyKZ-4zzRP9YYhzLC,42wKeektQyKZ,4zzRP9YYhzLC,n-back,n-back working memory task,15632,Reduced brain functional reserve and altered functional connectivity in patients  with multiple sclerosis.,"Cader S, Cifelli A, Abu-Omar Y, Palace J, Matthews PM",Brain : a journal of neurology
45D2T4Vu9ubi-6ADZApmFopZE,45D2T4Vu9ubi,6ADZApmFopZE,n-back,n-back Task,40067,Attentional Modulation of Brain Responses to Primary Appetitive and Aversive Stimuli.,"Field BA, Buck CL, McClure SM, Nystrom LE, Kahneman D, Cohen JD",PloS one
47gpkovcN4Vh-5QaSMkRjyvLX,47gpkovcN4Vh,5QaSMkRjyvLX,n-back,Parametric n-back task,tbl0015,Aberrant anterior cingulate activation in obsessive–compulsive disorder is related to task complexity,"Koch K, Wagner G, Schachtzabel C, Peikert G, Schultz CC, Sauer H, Schlosser RG",Neuropsychologia
47gpkovcN4Vh-6TSYPcFAYG34,47gpkovcN4Vh,6TSYPcFAYG34,n-back,Parametric n-back task,tbl0010,Aberrant anterior cingulate activation in obsessive–compulsive disorder is related to task complexity,"Koch K, Wagner G, Schachtzabel C, Peikert G, Schultz CC, Sauer H, Schlosser RG",Neuropsychologia
47gpkovcN4Vh-KBAUq7Ao4Xzr,47gpkovcN4Vh,KBAUq7Ao4Xzr,n-back,Parametric n-back task,tbl0020,Aberrant anterior cingulate activation in obsessive–compulsive disorder is related to task complexity,"Koch K, Wagner G, Schachtzabel C, Peikert G, Schultz CC, Sauer H, Schlosser RG",Neuropsychologia
47i8vXMnH5K4-yWWBESVUFHFt,47i8vXMnH5K4,yWWBESVUFHFt,n-back,Auditory n-back task,tbl2,Functional Correlates of Verbal Memory Deficits Emerging During Nicotine Withdrawal in Abstinent Adolescent Cannabis Users,L. Jacobsen; K. Pugh; K. Pugh; R. Todd Constable; M. Westerveld; W. Mencl,Biological Psychiatry
49p4e5tpaATo-57gBaJyi4G2B,49p4e5tpaATo,57gBaJyi4G2B,n-back,Numeric n-back working memory task,27861,Reduced prefrontal-parietal effective connectivity and working memory deficits in schizophrenia.,"Deserno L, Sterzer P, Wustenberg T, Heinz A, Schlagenhauf F",The Journal of neuroscience : the official journal of the Society for Neuroscience
49s8jND34KSW-58UuBJnDjVYg,49s8jND34KSW,58UuBJnDjVYg,n-back,One-back repetition task,observation of biological motion displays > scrambled displays,Biological motion processing: The left cerebellum communicates with the right superior temporal sulcus,"Sokolov, A, Erb, M, Gharabaghi, A, Grodd, W, Tatagiba, M, Pavlova, M",NeuroImage
49s8jND34KSW-6RkC48BXh5ws,49s8jND34KSW,6RkC48BXh5ws,n-back,One-back repetition task,Observation of biological motion displays > observation of scrambled displays,Biological motion processing: The left cerebellum communicates with the right superior temporal sulcus,"Sokolov, A, Erb, M, Gharabaghi, A, Grodd, W, Tatagiba, M, Pavlova, M",NeuroImage
4E6T2db8Ht2V-4SccTNs4MTaN,4E6T2db8Ht2V,4SccTNs4MTaN,n-back,N-back Task,23938,No gender differences in brain activation during the N-back task: an fMRI study in healthy individuals.,"Schmidt H, Jogia J, Fast K, Christodoulou T, Haldane M, Kumari V, Frangou S",Human brain mapping
4EioVUMNqepj-6QC7RYHven9Q,4EioVUMNqepj,6QC7RYHven9Q,n-back,n-back task,t0005,Detection of the acute effects of hydrocortisone in the hippocampus using pharmacological fMRI,"Symonds CS, McKie S, Elliott R, William Deakin JF, Anderson IM",European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology
4KNUqPQZL7Qm-796CwMCXsJrg,4KNUqPQZL7Qm,796CwMCXsJrg,n-back,Fractal n-back task | Emotion identification task,T2,Functional Neuroimaging Abnormalities in Psychosis Spectrum Youth,"Wolf, Daniel H;Satterthwaite, Theodore D;Calkins, Monica E;Ruparel, Kosha;Elliott, Mark A;Hopson, Ryan D;Jackson, Chad T;Prabhakaran, Karthik;Bilker, Warren B;Hakonarson, Hakon;Gur, Ruben C;Gur, Raquel E",JAMA psychiatry
4KfjNtwFHuTq-3e55FjZLyXso,4KfjNtwFHuTq,3e55FjZLyXso,n-back,n-back working memory task,tbl4,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,"Gundersen H, Specht K, Gruner R, Ersland L, Hugdahl K",NeuroImage
4KfjNtwFHuTq-5p4x3g5h7ADq,4KfjNtwFHuTq,5p4x3g5h7ADq,n-back,n-back working memory task,tbl2,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,"Gundersen H, Specht K, Gruner R, Ersland L, Hugdahl K",NeuroImage
4KfjNtwFHuTq-5yYiRqGcLvh4,4KfjNtwFHuTq,5yYiRqGcLvh4,n-back,n-back working memory task,tbl5,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,"Gundersen H, Specht K, Gruner R, Ersland L, Hugdahl K",NeuroImage
4KfjNtwFHuTq-6VCL87HbF3eg,4KfjNtwFHuTq,6VCL87HbF3eg,n-back,n-back working memory task,tbl1,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,"Gundersen H, Specht K, Gruner R, Ersland L, Hugdahl K",NeuroImage
4KfjNtwFHuTq-76qkufTr9zfs,4KfjNtwFHuTq,76qkufTr9zfs,n-back,n-back working memory task,tbl3,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,"Gundersen H, Specht K, Gruner R, Ersland L, Hugdahl K",NeuroImage
4KfjNtwFHuTq-7XvBJ6nuqGNX,4KfjNtwFHuTq,7XvBJ6nuqGNX,n-back,n-back working memory task,tbl6,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,"Gundersen H, Specht K, Gruner R, Ersland L, Hugdahl K",NeuroImage
